Unnamed: 0,Company,TypeName,Ram,Gpu,Weight,Touchscreen,IPS_display,SSD,HDD,Flash_Storage,Hybrid,Oper_sys,Clock_speed,CPU,ppi,Price
878,Dell,Notebook,4.0,Nvidia,2.18,0,0,128,1000,0,0,Windows 10,2.5,Intel Core i5,141.21199808219862,10.79174911168878
879,HP,Notebook,4.0,Intel,2.04,0,0,256,0,0,0,Windows 10,2.5,Intel Core i5,141.21199808219862,10.70777173269934
880,HP,2 in 1 Convertible,4.0,Intel,1.28,1,0,256,0,0,0,Windows 10,2.5,Intel Core i5,165.6321180513006,11.41394455627644
881,HP,2 in 1 Convertible,4.0,Intel,2.3,1,0,0,500,0,0,Windows 10,2.5,Intel Core i5,100.45466986113652,10.504687851059666
882,Asus,Notebook,4.0,Intel,1.65,0,0,0,0,32,0,Windows 10,1.1,Other Intel Processors,111.1413368676404,9.827763506006608
883,Lenovo,Notebook,8.0,Nvidia,2.2,0,1,0,1000,0,0,Windows 10,2.5,Intel Core i7,141.21199808219862,10.481345086360362
884,Dell,Notebook,4.0,Intel,2.2,0,0,0,500,0,0,Windows 10,1.6,Other Intel Processors,100.45466986113652,9.88635767027266
885,HP,2 in 1 Convertible,4.0,Intel,1.28,1,0,256,0,0,0,Windows 10,2.5,Intel Core i5,165.6321180513006,11.470547260182666
886,Dell,Notebook,4.0,AMD,2.18,0,0,0,1000,0,0,Linux,2.0,Intel Core i3,100.45466986113652,10.09739572450197
887,Asus,Gaming,12.0,Nvidia,2.2,0,0,128,1000,0,0,Windows 10,2.5,Intel Core i5,127.33567457123112,11.198054049689478
888,Acer,Netbook,4.0,Intel,1.25,0,1,0,0,32,0,No OS/Chrome OS/Android,1.6,Other Intel Processors,135.0942111925629,9.669293165034832
889,Lenovo,Notebook,4.0,AMD,2.8,0,0,0,500,0,0,Windows 10,2.2,AMD,106.11306214269258,9.91309723131456
890,HP,Notebook,4.0,Intel,1.95,0,0,128,0,0,0,Windows 10,2.5,Intel Core i5,157.3505121487356,11.118388427393754
891,HP,2 in 1 Convertible,16.0,Intel,1.42,1,0,256,0,0,0,Windows 10,2.7,Intel Core i7,276.053530085501,11.219074000897615
892,Samsung,Ultrabook,8.0,Intel,1.17,0,0,256,0,0,0,Windows 10,2.7,Intel Core i7,146.86047800548656,11.413356147904066
893,Lenovo,Ultrabook,8.0,Intel,1.32,0,1,256,0,0,0,Windows 10,2.5,Intel Core i5,157.3505121487356,11.470547260182666
894,MSI,Gaming,16.0,Nvidia,2.43,0,1,512,2000,0,0,Windows 10,2.6,Intel Core i7,254.67134914246225,11.857498515504204
895,Toshiba,Notebook,8.0,Intel,1.05,0,0,256,0,0,0,Windows 10,2.5,Intel Core i5,165.6321180513006,11.271974295006054
896,Dell,Gaming,8.0,Nvidia,2.62,0,0,0,1000,0,0,Linux,2.8,Intel Core i7,141.21199808219862,10.809669765045973
897,HP,Notebook,8.0,Nvidia,2.04,0,0,0,1000,0,0,Windows 10,2.7,Intel Core i7,141.21199808219862,10.777955789556444
898,Dell,Notebook,4.0,AMD,2.18,0,0,0,1000,0,0,Windows 10,2.0,Intel Core i3,100.45466986113652,10.395555954379276
899,Dell,Notebook,8.0,Intel,1.9,0,0,0,500,0,0,Windows 10,2.6,Intel Core i5,141.21199808219862,10.81610755552082
900,Dell,2 in 1 Convertible,8.0,Intel,1.24,1,0,512,0,0,0,Windows 10,1.3,Intel Core i7,276.053530085501,11.582992127736915
901,Asus,Gaming,32.0,Nvidia,3.58,0,1,256,0,0,0,Windows 10,2.7,Intel Core i7,127.33567457123112,11.129394827810977
902,Dell,2 in 1 Convertible,16.0,Intel,1.22,1,0,256,0,0,0,Windows 10,1.3,Intel Core i7,165.6321180513006,11.383485348791732
903,Lenovo,Ultrabook,8.0,Intel,1.13,0,1,0,0,256,0,Windows 10,2.7,Intel Core i7,157.3505121487356,11.600668174471034
904,Lenovo,Notebook,8.0,Intel,1.95,0,1,512,0,0,0,Windows 10,2.5,Intel Core i5,141.21199808219862,11.557785126252114
905,LG,Ultrabook,16.0,Intel,1.08,1,1,512,0,0,0,Windows 10,2.7,Intel Core i7,141.21199808219862,11.624777346052769
906,HP,Netbook,8.0,Intel,1.26,0,0,512,0,0,0,Windows 10,2.7,Intel Core i7,176.23257360658386,11.277383368370064
907,Acer,Notebook,4.0,Intel,2.2,0,1,0,0,16,0,No OS/Chrome OS/Android,1.5,Other Intel Processors,141.21199808219862,9.858883414720411
908,Lenovo,Notebook,8.0,Nvidia,2.6,0,1,128,1000,0,0,Windows 10,2.3,Intel Core i5,141.21199808219862,10.646327347078008
909,LG,Ultrabook,8.0,Intel,0.98,1,1,512,0,0,0,Windows 10,2.7,Intel Core i7,157.3505121487356,11.52464373704442
910,Dell,Notebook,8.0,Intel,1.6,0,0,256,0,0,0,Windows 10,2.8,Intel Core i5,157.3505121487356,11.06979587215689
911,HP,Ultrabook,8.0,Intel,1.09,1,0,240,0,0,0,Windows 10,1.2,Other Intel Processors,352.4651472131677,12.01471841670537
912,Lenovo,Notebook,6.0,Nvidia,2.2,0,0,256,0,0,0,Windows 10,2.7,Intel Core i7,141.21199808219862,10.646327347078008
913,HP,Notebook,8.0,Nvidia,2.04,0,0,256,0,0,0,Windows 10,2.7,Intel Core i7,141.21199808219862,10.902128245864017
914,Acer,Notebook,4.0,Intel,2.4,0,0,0,1000,0,0,Windows 10,2.4,Intel Core i3,141.21199808219862,10.188167121983652
915,Lenovo,Notebook,4.0,Intel,1.44,0,0,128,0,0,0,Windows 10,2.5,Intel Core i5,165.6321180513006,10.756618652168314
916,HP,Notebook,8.0,Intel,1.49,0,0,256,0,0,0,Windows 10,2.5,Intel Core i5,165.6321180513006,10.842494310694017
917,MSI,Gaming,16.0,Nvidia,2.7,0,0,256,1000,0,0,Windows 10,2.8,Intel Core i7,127.33567457123112,11.352694739066088
918,Dell,Gaming,16.0,Nvidia,2.6,0,0,128,1000,0,0,Windows 10,2.8,Intel Core i7,141.21199808219862,11.18267988243989
919,MSI,Gaming,8.0,Nvidia,2.2,0,0,128,1000,0,0,Windows 10,2.5,Intel Core i5,141.21199808219862,10.996564630149608
920,Dell,Notebook,4.0,AMD,2.18,0,0,0,1000,0,0,Windows 10,2.5,Intel Core i5,100.45466986113652,10.504965265847654
921,HP,Ultrabook,8.0,AMD,1.84,0,0,256,0,0,0,Windows 10,2.5,Intel Core i7,141.21199808219862,11.143362500418624
922,HP,Ultrabook,8.0,Intel,1.39,1,0,256,0,0,0,Windows 10,2.7,Intel Core i7,276.053530085501,11.02220830408089
923,Toshiba,Notebook,16.0,Nvidia,2.4,0,1,256,0,0,0,Windows 10,2.6,Intel Core i7,141.21199808219862,11.563884703567355
924,Lenovo,2 in 1 Convertible,8.0,Intel,1.37,1,1,512,0,0,0,Windows 10,2.5,Intel Core i5,165.6321180513006,11.484896292248726
925,Dell,Notebook,4.0,Intel,1.95,0,0,0,500,0,0,Windows 10,2.3,Intel Core i5,100.45466986113652,10.56846856468972
926,Lenovo,Ultrabook,8.0,Intel,1.36,0,1,256,0,0,0,Windows 10,2.7,Intel Core i7,176.23257360658386,11.38409159312676
927,HP,Notebook,8.0,Intel,2.31,0,0,256,0,0,0,Windows 10,2.3,Intel Core i5,141.21199808219862,11.036037392231934
928,Dell,Notebook,4.0,Intel,2.18,0,0,0,1000,0,0,Windows 10,2.5,Intel Core i5,100.45466986113652,10.538089862097848
929,HP,Notebook,4.0,Intel,1.95,0,0,0,500,0,0,Windows 10,2.3,Intel Core i5,111.93520355955212,11.02220830408089
930,Lenovo,Notebook,4.0,Intel,2.2,0,0,0,1000,0,0,Windows 10,1.1,Other Intel Processors,100.45466986113652,9.70890230312988
931,HP,Ultrabook,4.0,Intel,1.26,0,0,0,500,0,0,Windows 10,2.3,Intel Core i5,176.23257360658386,11.340108040487776
932,HP,Notebook,4.0,Intel,1.86,0,0,0,1000,0,0,No OS/Chrome OS/Android,1.6,Other Intel Processors,100.45466986113652,9.641641633704324
933,Lenovo,2 in 1 Convertible,16.0,Intel,1.3,1,1,1000,0,0,0,Windows 10,2.2,Intel Core i7,276.053530085501,11.470547260182666
934,Toshiba,Notebook,4.0,Intel,1.47,0,1,128,0,0,0,Windows 10,2.3,Intel Core i5,157.3505121487356,10.983161640183988
935,HP,Netbook,8.0,Intel,1.26,0,0,256,0,0,0,Windows 10,2.3,Intel Core i5,176.23257360658386,11.395540949893968
936,Dell,Notebook,4.0,Intel,2.18,0,0,0,1000,0,0,Windows 10,2.0,Intel Core i3,100.45466986113652,10.30099467974321
937,MSI,Gaming,8.0,Nvidia,2.2,0,0,128,1000,0,0,Windows 10,2.8,Intel Core i7,141.21199808219862,11.064804181259648
938,Dell,Ultrabook,8.0,Intel,1.36,0,0,256,0,0,0,Windows 10,2.5,Intel Core i5,157.3505121487356,11.377402604975964
939,Dell,Gaming,16.0,Nvidia,4.36,0,0,512,1000,0,0,Windows 10,2.7,Intel Core i7,169.78089942830815,11.89782208458538
940,HP,Gaming,8.0,Nvidia,2.75,0,1,128,1000,0,0,Windows 10,2.3,Intel Core i5,127.33567457123112,11.219074000897615
941,Asus,Notebook,4.0,Nvidia,2.8,0,0,0,1000,0,0,Windows 10,1.6,Other Intel Processors,106.11306214269258,10.2484380327783
942,Acer,Notebook,4.0,Intel,2.23,0,0,0,500,0,0,Windows 10,2.5,Intel Core i5,100.45466986113652,10.403666298916727
943,Toshiba,Notebook,8.0,Intel,2.2,0,0,256,0,0,0,Windows 10,2.3,Intel Core i5,100.45466986113652,10.99575173454406
944,Lenovo,2 in 1 Convertible,8.0,Intel,1.1,1,1,256,0,0,0,Windows 10,1.2,Other Intel Processors,194.94753717542463,11.144911042902732
945,Lenovo,Gaming,16.0,AMD,2.5,0,1,512,1000,0,0,Windows 10,2.1,AMD,141.21199808219862,10.882315804880689
946,Dell,Ultrabook,8.0,Intel,1.36,1,0,256,0,0,0,Windows 10,2.5,Intel Core i5,176.23257360658386,11.27007418585674
947,Lenovo,Notebook,8.0,Nvidia,2.2,0,0,0,1000,0,0,No OS/Chrome OS/Android,2.7,Intel Core i7,141.21199808219862,10.50497986449436
948,Dell,Notebook,4.0,AMD,2.36,0,0,0,1000,0,0,Windows 10,2.0,Intel Core i3,106.11306214269258,10.46628456073464
949,Acer,Notebook,4.0,Intel,1.68,0,0,0,0,32,0,No OS/Chrome OS/Android,1.6,Other Intel Processors,111.93520355955212,9.83063294843456
950,HP,Workstation,8.0,Nvidia,2.0,0,1,8,0,0,0,Windows 10,2.7,Intel Core i7,141.21199808219862,11.69380197819145
951,Dell,Ultrabook,8.0,Intel,1.36,0,0,256,0,0,0,Windows 10,2.8,Intel Core i7,157.3505121487356,11.45711672814165
952,Toshiba,Notebook,8.0,Intel,1.2,0,0,256,0,0,0,Windows 7,2.3,Intel Core i5,165.6321180513006,11.261752740934517
953,Asus,2 in 1 Convertible,8.0,Intel,1.2,0,0,0,0,64,0,No OS/Chrome OS/Android,1.2,Other Intel Processors,176.23257360658386,11.030873869571886
954,Lenovo,Ultrabook,8.0,Intel,1.7,0,1,256,0,0,0,Windows 10,2.6,Intel Core i7,157.3505121487356,11.281414342976868
955,Dell,Gaming,16.0,Nvidia,4.36,0,1,512,1000,0,0,Windows 10,2.8,Intel Core i7,254.67134914246225,12.031987793755118
956,Dell,2 in 1 Convertible,8.0,Intel,1.24,1,0,256,0,0,0,Windows 10,1.2,Intel Core i5,165.6321180513006,11.52464373704442
957,HP,2 in 1 Convertible,4.0,Intel,1.45,1,0,256,0,0,0,Windows 10,1.1,Other Intel Processors,135.0942111925629,10.62842405558548
958,Dell,Ultrabook,8.0,Intel,1.3,0,0,256,0,0,0,Windows 10,2.5,Intel Core i7,276.053530085501,11.120757161229305
959,Acer,2 in 1 Convertible,4.0,Intel,1.25,1,1,0,0,32,0,No OS/Chrome OS/Android,1.6,Other Intel Processors,135.0942111925629,9.93914036985058
960,Toshiba,Notebook,8.0,Intel,1.2,0,0,256,0,0,0,Windows 10,2.4,Intel Core i5,165.6321180513006,11.311846686253432
961,Lenovo,Ultrabook,8.0,Intel,1.36,0,1,256,0,0,0,Windows 10,2.6,Intel Core i5,176.23257360658386,11.448630114264333
962,Acer,Notebook,12.0,Nvidia,2.4,0,0,128,1000,0,0,Windows 10,2.5,Intel Core i5,141.21199808219862,10.892276046585742
963,Toshiba,Ultrabook,8.0,Intel,1.1,1,0,512,0,0,0,Windows 10,2.7,Intel Core i7,176.23257360658386,11.465531925066934
964,HP,Notebook,8.0,Nvidia,2.04,0,0,0,1000,0,0,Windows 10,2.5,Intel Core i5,100.45466986113652,10.716671227805325
965,Dell,Notebook,4.0,AMD,2.25,0,0,0,1000,0,0,Linux,2.0,Intel Core i3,100.45466986113652,10.118930877053268
966,Dell,Notebook,4.0,Intel,1.9,0,0,0,500,0,0,Windows 10,2.5,Intel Core i5,100.45466986113652,10.690944412566814
967,HP,Notebook,4.0,Intel,2.04,0,0,0,500,0,0,Windows 10,2.4,Intel Core i3,141.21199808219862,10.50497986449436
968,Dell,Gaming,32.0,Nvidia,4.42,0,1,256,1000,0,0,Windows 10,2.8,Intel Core i7,127.33567457123112,12.030401247333158
969,Lenovo,Notebook,6.0,Nvidia,2.4,0,0,256,0,0,0,Windows 10,2.5,Intel Core i5,141.21199808219862,10.519472871796928
970,Dell,2 in 1 Convertible,16.0,Intel,1.22,1,0,512,0,0,0,Windows 10,1.3,Intel Core i7,276.053530085501,11.52464373704442
971,Dell,Ultrabook,8.0,Intel,1.5,1,0,256,0,0,0,Windows 10,2.6,Intel Core i7,209.8006828649808,11.55778003196968
972,Dell,Gaming,32.0,Nvidia,4.42,0,0,256,1000,0,0,Windows 10,2.6,Intel Core i7,127.33567457123112,11.91293572239543
973,Toshiba,Notebook,8.0,Intel,1.95,0,0,256,0,0,0,Windows 10,2.3,Intel Core i5,157.3505121487356,11.048830743691845
974,Asus,Gaming,16.0,Nvidia,2.73,0,0,256,1000,0,0,Windows 10,2.8,Intel Core i7,127.33567457123112,11.601107316686976
975,HP,Notebook,8.0,Nvidia,2.04,0,1,128,1000,0,0,Windows 10,2.7,Intel Core i5,141.21199808219862,10.862092668762644
976,Lenovo,Notebook,4.0,Intel,1.7,0,0,0,0,0,508,Windows 7,2.3,Intel Core i5,111.93520355955212,10.885314307876945
977,Asus,2 in 1 Convertible,16.0,Nvidia,2.3,1,0,512,2000,0,0,Windows 10,2.7,Intel Core i7,282.42399616439724,11.470547260182666
978,HP,Notebook,6.0,Intel,2.04,0,0,0,1000,0,0,Windows 10,2.7,Intel Core i7,100.45466986113652,10.336863503805128
979,Asus,Gaming,16.0,Nvidia,2.99,0,0,256,1000,0,0,Windows 10,2.8,Intel Core i7,127.33567457123112,11.442360501250736
980,Dell,2 in 1 Convertible,12.0,Intel,2.19,1,1,512,0,0,0,Windows 10,2.7,Intel Core i7,141.21199808219862,11.144911042902732
981,Toshiba,Notebook,4.0,Intel,1.2,0,0,128,0,0,0,Windows 7,2.3,Intel Core i5,165.6321180513006,11.061462490597744
982,Lenovo,Notebook,6.0,AMD,2.2,0,0,256,0,0,0,Windows 10,3.6,AMD,141.21199808219862,10.283659467741664
983,Fujitsu,Notebook,4.0,Intel,2.3,0,0,256,0,0,0,Windows 10,2.3,Intel Core i5,100.45466986113652,10.450993742936223
984,Toshiba,Notebook,4.0,Intel,1.75,0,0,0,500,0,0,Windows 10,2.3,Intel Core i5,111.93520355955212,10.794485091507656
985,Dell,Notebook,4.0,AMD,2.25,0,0,0,500,0,0,Windows 10,2.5,Intel Core i5,100.45466986113652,10.370822624347584
986,HP,Notebook,8.0,Intel,2.04,0,0,0,1000,0,0,Windows 10,2.5,Intel Core i5,141.21199808219862,10.667644768738764
987,Lenovo,Gaming,8.0,Nvidia,2.5,0,1,128,1000,0,0,Windows 10,2.8,Intel Core i7,141.21199808219862,11.056428922922915
988,Dell,Notebook,8.0,AMD,2.36,0,0,0,1000,0,0,Windows 10,2.7,Intel Core i7,100.45466986113652,10.594300009749354
989,Dell,Notebook,8.0,Intel,1.6,0,0,128,0,0,0,Windows 10,2.5,Intel Core i5,157.3505121487356,10.99575173454406
990,HP,Netbook,8.0,Intel,0.97,0,0,512,0,0,0,Windows 10,1.2,Other Intel Processors,176.23257360658386,11.529371878240363
991,HP,Notebook,4.0,AMD,2.1,0,0,128,1000,0,0,Windows 10,2.0,Intel Core i3,141.21199808219862,10.188167121983652
992,Lenovo,Notebook,4.0,Intel,1.9,0,0,128,0,0,0,No OS/Chrome OS/Android,1.1,Other Intel Processors,100.45466986113652,9.576276649067632
993,Lenovo,Notebook,8.0,Intel,2.3,0,0,256,0,0,0,Windows 10,2.3,Intel Core i5,141.21199808219862,11.18267988243989
994,Dell,2 in 1 Convertible,8.0,Intel,1.68,1,0,256,0,0,0,Windows 10,2.5,Intel Core i5,165.6321180513006,10.765658261746038
995,Asus,Notebook,8.0,Intel,1.4,0,0,256,0,0,0,Windows 10,2.5,Intel Core i5,276.053530085501,11.02307824758943
996,HP,Ultrabook,8.0,Intel,1.11,1,1,256,0,0,0,Windows 10,2.7,Intel Core i7,165.6321180513006,11.18267988243989
997,Acer,Notebook,4.0,Intel,2.4,0,0,0,500,0,0,Windows 10,1.1,Other Intel Processors,100.45466986113652,9.915732278952564
998,Asus,Gaming,16.0,Nvidia,2.5,0,0,256,1000,0,0,Windows 10,2.8,Intel Core i7,141.21199808219862,11.470547260182666
999,HP,Ultrabook,8.0,Intel,1.48,0,0,512,0,0,0,Windows 10,2.7,Intel Core i7,157.3505121487356,11.6200017877887
1000,Acer,Gaming,8.0,Nvidia,2.7,0,1,128,1000,0,0,Windows 10,2.8,Intel Core i7,141.21199808219862,11.114428026177658
1001,HP,Notebook,8.0,Intel,1.34,0,1,256,0,0,0,Windows 10,2.5,Intel Core i5,165.6321180513006,11.056428922922915
1002,Dell,Notebook,4.0,Intel,2.18,0,0,128,0,0,0,Windows 10,2.4,Intel Core i3,100.45466986113652,10.280009828654116
1003,HP,Notebook,4.0,Intel,1.64,0,0,0,500,0,0,Windows 10,2.5,Intel Core i5,111.93520355955212,10.633572072102885
1004,Toshiba,Notebook,4.0,Intel,1.2,0,0,128,0,0,0,Windows 10,2.3,Intel Core i5,165.6321180513006,11.061462490597744
1005,HP,Notebook,4.0,Intel,1.48,0,0,256,0,0,0,Windows 10,2.4,Intel Core i5,111.93520355955212,10.978617394068182
1006,HP,Notebook,4.0,Intel,1.95,0,0,256,0,0,0,Windows 10,2.5,Intel Core i5,157.3505121487356,11.06979587215689
1007,HP,Ultrabook,8.0,Intel,1.43,0,0,256,0,0,0,Windows 7,2.6,Intel Core i7,157.3505121487356,11.254189968552817
1008,HP,Notebook,8.0,Nvidia,1.64,0,0,256,0,0,0,Windows 10,2.5,Intel Core i5,157.3505121487356,10.931401459017524
1009,HP,Notebook,4.0,Intel,1.64,0,0,0,500,0,0,Windows 10,2.4,Intel Core i3,111.93520355955212,10.503518943854685
1010,Dell,Gaming,8.0,Nvidia,2.65,0,0,0,0,0,1000,Windows 10,2.5,Intel Core i5,141.21199808219862,10.83096982484206
1011,HP,Ultrabook,4.0,Intel,1.26,0,0,0,500,0,0,Windows 10,2.5,Intel Core i5,176.23257360658386,11.314449160071012
1012,HP,Notebook,4.0,Intel,1.48,0,0,256,0,0,0,Windows 10,2.5,Intel Core i5,157.3505121487356,11.34705032144641
1013,HP,Ultrabook,8.0,Intel,1.54,0,0,256,0,0,0,Windows 10,2.5,Intel Core i7,157.3505121487356,11.518415853167008
1014,HP,Notebook,4.0,Intel,1.49,0,0,0,500,0,0,Windows 10,2.4,Intel Core i3,117.82653006268644,10.660172753900062
1015,Toshiba,Notebook,8.0,Intel,1.5,0,0,256,0,0,0,Windows 10,2.3,Intel Core i5,117.82653006268644,11.07393666482292
1016,HP,Notebook,4.0,Intel,2.04,0,0,256,0,0,0,Windows 10,2.4,Intel Core i3,100.45466986113652,10.621938553982543
1017,Lenovo,Notebook,16.0,Nvidia,2.4,0,1,512,0,0,0,Windows 7,2.7,Intel Core i7,254.67134914246225,11.971204630519404
1018,Toshiba,Notebook,8.0,Intel,1.47,0,1,256,0,0,0,Windows 10,2.3,Intel Core i5,157.3505121487356,11.28209242517164
1019,HP,Notebook,8.0,Intel,1.43,0,0,256,0,0,0,Windows 10,2.5,Intel Core i7,157.3505121487356,11.684869359618002
1020,Dell,2 in 1 Convertible,4.0,Intel,2.08,1,1,0,1000,0,0,Windows 10,2.3,Intel Core i3,141.21199808219862,10.655147649183531
1021,Toshiba,Ultrabook,8.0,Intel,1.2,0,0,256,0,0,0,Windows 10,2.3,Intel Core i5,165.6321180513006,11.34705032144641
1022,HP,Notebook,8.0,Intel,1.11,0,1,256,0,0,0,Windows 10,2.5,Intel Core i5,165.6321180513006,11.02220830408089
1023,HP,Notebook,8.0,Nvidia,1.64,0,0,256,0,0,0,Windows 10,2.7,Intel Core i7,157.3505121487356,11.053421883178572
1024,Dell,Notebook,8.0,Intel,2.09,0,0,0,500,0,0,Windows 10,2.4,Intel Core i5,141.21199808219862,10.928710232504155
1025,HP,Ultrabook,4.0,Intel,1.26,0,0,256,0,0,0,Windows 10,2.5,Intel Core i5,125.36742798669836,11.32736089528991
1026,HP,Notebook,4.0,Intel,2.31,0,0,0,500,0,0,Windows 10,2.5,Intel Core i5,111.93520355955212,11.056428922922915
1027,HP,Notebook,4.0,Intel,1.95,0,0,0,500,0,0,Windows 10,2.5,Intel Core i5,111.93520355955212,10.941585213338248
1028,Dell,Ultrabook,8.0,Intel,1.29,1,0,256,0,0,0,Windows 10,2.5,Intel Core i5,276.053530085501,11.368208546953756
1029,HP,Notebook,8.0,Nvidia,2.63,0,0,256,0,0,0,Windows 10,2.5,Intel Core i5,127.33567457123112,10.9602773463504
1030,HP,Notebook,4.0,Intel,1.64,0,0,256,0,0,0,Windows 10,2.5,Intel Core i5,111.93520355955212,10.85594510841814
1031,Acer,Notebook,6.0,AMD,2.1,0,0,0,1000,0,0,Windows 10,3.0,AMD,100.45466986113652,9.989276182274937
1032,MSI,Gaming,8.0,Nvidia,2.7,0,0,128,1000,0,0,Windows 10,2.8,Intel Core i7,127.33567457123112,11.058781074545012
1033,HP,Notebook,8.0,Intel,1.95,0,0,256,0,0,0,Windows 7,2.3,Intel Core i5,157.3505121487356,11.061462490597744
1034,HP,Notebook,8.0,Intel,1.84,0,0,256,0,0,0,Windows 10,2.5,Intel Core i7,141.21199808219862,11.089508999068563
1035,HP,Ultrabook,8.0,Intel,1.26,0,0,256,0,0,0,Windows 10,2.5,Intel Core i7,176.23257360658386,11.18267988243989
1036,HP,Notebook,4.0,Intel,2.04,0,0,0,500,0,0,Windows 10,2.5,Intel Core i5,100.45466986113652,10.584910269399517
1037,Toshiba,Ultrabook,8.0,Intel,1.47,0,1,256,0,0,0,Windows 10,2.6,Intel Core i7,157.3505121487356,11.428543355697592
1038,Dell,Notebook,8.0,Intel,2.09,0,0,256,0,0,0,Windows 7,2.4,Intel Core i5,141.21199808219862,10.944364366779205
1039,HP,Notebook,8.0,Intel,1.64,0,0,256,0,0,0,Windows 10,2.5,Intel Core i5,157.3505121487356,10.893771459117888
1040,Lenovo,2 in 1 Convertible,4.0,Intel,1.8,1,1,256,0,0,0,Windows 10,2.5,Intel Core i7,141.21199808219862,10.717261720884188
1041,Vero,Notebook,2.0,Intel,1.45,0,0,0,0,32,0,Windows 10,1.44,Other Intel Processors,111.93520355955212,9.326470842899342
1042,Toshiba,Notebook,16.0,Nvidia,2.4,0,1,256,0,0,0,Windows 10,2.5,Intel Core i7,141.21199808219862,11.237488118934884
1043,Lenovo,Notebook,8.0,Intel,2.3,0,0,256,0,0,0,Windows 10,2.3,Intel Core i5,141.21199808219862,10.93172544442196
1044,HP,Notebook,4.0,Intel,1.54,0,0,0,500,0,0,Windows 10,2.3,Intel Core i5,157.3505121487356,10.88331630521427
1045,HP,Notebook,8.0,Intel,1.84,0,0,256,500,0,0,Windows 10,2.4,Intel Core i5,141.21199808219862,11.626842862666368
1046,HP,Notebook,8.0,Intel,1.43,0,0,256,0,0,0,Windows 7,2.3,Intel Core i5,157.3505121487356,11.26789820240601
1047,MSI,Gaming,16.0,Nvidia,3.78,0,1,256,1000,0,0,Windows 10,2.7,Intel Core i7,127.33567457123112,11.318754369272693
1048,Lenovo,Gaming,16.0,Nvidia,4.6,0,1,128,1000,0,0,Windows 10,2.6,Intel Core i7,127.33567457123112,11.711863755958657
1049,Asus,Netbook,4.0,Intel,1.2,0,0,0,0,16,0,No OS/Chrome OS/Android,1.6,Other Intel Processors,135.0942111925629,9.638174223850264
1050,Lenovo,Notebook,16.0,Intel,1.1,0,1,256,0,0,0,Windows 7,2.6,Intel Core i7,209.8006828649808,11.846490622987275
1051,HP,Notebook,8.0,Nvidia,1.91,0,1,0,1000,0,0,Windows 10,2.7,Intel Core i7,141.21199808219862,10.862092668762644
1052,Dell,2 in 1 Convertible,8.0,Intel,2.3,1,1,256,0,0,0,Windows 10,2.7,Intel Core i5,141.21199808219862,10.97315700921406
1053,HP,Notebook,4.0,Intel,2.04,0,0,256,0,0,0,Windows 10,2.5,Intel Core i5,100.45466986113652,10.862092668762644
1054,Dell,Ultrabook,16.0,Intel,1.2,1,0,1000,0,0,0,Windows 10,2.7,Intel Core i7,276.053530085501,11.696022720831856
1055,HP,Notebook,4.0,Intel,2.31,0,0,0,500,0,0,Windows 10,2.3,Intel Core i3,100.45466986113652,10.533971572370383
1056,HP,Notebook,4.0,Intel,1.96,0,0,0,500,0,0,No OS/Chrome OS/Android,2.5,Intel Core i5,100.45466986113652,10.188167121983652
1057,Acer,Notebook,8.0,AMD,2.4,0,0,0,1000,0,0,Windows 10,2.2,AMD,100.45466986113652,10.082583913974387
1058,Dell,2 in 1 Convertible,12.0,Intel,1.6,1,1,256,0,0,0,Windows 10,2.7,Intel Core i7,165.6321180513006,11.144911042902732
1059,MSI,Gaming,16.0,Nvidia,2.94,0,0,256,1000,0,0,Windows 10,2.6,Intel Core i7,141.21199808219862,11.481603204750256
1060,HP,Notebook,8.0,Intel,2.04,0,0,256,0,0,0,Windows 10,2.7,Intel Core i7,141.21199808219862,10.950974953688084
1061,Asus,Gaming,16.0,Nvidia,4.0,0,1,0,1000,0,0,No OS/Chrome OS/Android,2.6,Intel Core i7,127.33567457123112,10.881314302543595
1062,Dell,Notebook,4.0,Intel,2.25,0,0,0,1000,0,0,Windows 10,2.5,Intel Core i5,141.21199808219862,10.301710499387234
1063,Dell,Notebook,16.0,AMD,2.32,0,0,0,2000,0,0,Windows 10,2.7,Intel Core i7,141.21199808219862,10.873255868299651
1064,MSI,Gaming,16.0,Nvidia,1.8,0,0,256,1000,0,0,Windows 10,2.6,Intel Core i7,141.21199808219862,11.540318039137862
1065,Dell,Ultrabook,8.0,Intel,1.29,0,0,256,0,0,0,Windows 10,2.7,Intel Core i7,165.6321180513006,11.260381938800736
1066,Asus,Gaming,64.0,Nvidia,3.58,0,1,1000,0,0,0,Windows 10,2.7,Intel Core i7,127.33567457123112,12.263341053320566
1067,Dell,2 in 1 Convertible,8.0,Intel,1.62,1,0,256,0,0,0,Windows 10,2.5,Intel Core i7,165.6321180513006,10.657682154931749
1068,Dell,Gaming,16.0,Nvidia,3.21,0,0,256,1000,0,0,Windows 10,2.6,Intel Core i7,282.42399616439724,11.167743084945378
1069,Apple,Ultrabook,8.0,Intel,0.92,0,1,0,0,256,0,Mac OS,1.1,Other Intel Processors,226.4155471693585,11.145680569681762
1070,Dell,Notebook,4.0,Intel,2.06,0,0,0,500,0,0,Windows 10,2.3,Intel Core i3,100.45466986113652,10.15346364564591
1071,HP,Notebook,4.0,Intel,2.31,0,0,0,500,0,0,Windows 10,2.3,Intel Core i5,100.45466986113652,11.064804181259648
